# timestamp tx ty tz qx qy qz qw
1734442365.891419 23.638782 14.843459 1.510384 -0.059751 0.250430 0.258809 0.930985
1734442365.895761 23.644658 14.848289 1.510928 -0.059789 0.250634 0.259098 0.930847
1734442365.901394 23.648484 14.860424 1.516708 -0.061340 0.251602 0.259374 0.930408
1734442365.905644 23.654104 14.865373 1.517438 -0.061383 0.251893 0.259625 0.930256
1734442365.911260 23.661543 14.871911 1.518408 -0.061460 0.252465 0.259880 0.930025
1734442365.915540 23.667222 14.876895 1.519150 -0.061518 0.252900 0.260074 0.929849
1734442365.921393 23.675001 14.883713 1.520163 -0.061657 0.253657 0.260301 0.929570
1734442365.925687 23.680714 14.888717 1.520905 -0.061790 0.254271 0.260467 0.929347
1734442365.931395 23.688316 14.895375 1.521890 -0.062014 0.255167 0.260706 0.929019
1734442365.935569 23.693880 14.900247 1.522610 -0.062217 0.255871 0.260897 0.928758
1734442365.941392 23.701648 14.907054 1.523613 -0.062563 0.256909 0.261201 0.928363
1734442365.945911 23.707680 14.912342 1.524388 -0.062877 0.257748 0.261469 0.928034
1734442365.951305 23.714886 14.918662 1.525309 -0.063315 0.258774 0.261819 0.927620
1734442365.955611 23.720641 14.923710 1.526040 -0.063713 0.259594 0.262118 0.927279
1734442365.961396 23.728384 14.930496 1.527015 -0.064290 0.260685 0.262531 0.926816
1734442365.965601 23.734018 14.935426 1.527718 -0.064726 0.261463 0.262828 0.926482
1734442365.971393 23.741791 14.942213 1.528676 -0.065341 0.262504 0.263220 0.926033
1734442365.975944 23.747909 14.947541 1.529418 -0.065819 0.263298 0.263495 0.925695
1734442365.981121 23.754882 14.953593 1.530248 -0.066342 0.264181 0.263762 0.925331
1734442365.985631 23.760971 14.958858 1.530957 -0.066770 0.264928 0.263945 0.925034
1734442365.991416 23.768800 14.965596 1.531846 -0.067275 0.265875 0.264112 0.924678
1734442365.995875 23.774852 14.970781 1.532512 -0.067618 0.266593 0.264188 0.924425
1734442366.001354 23.782305 14.977139 1.533306 -0.067991 0.267459 0.264219 0.924138
1734442366.005521 23.791362 14.980935 1.536543 -0.067115 0.269020 0.266025 0.923231
1734442366.011393 23.799541 14.987670 1.537458 -0.067401 0.269890 0.265950 0.922977
1734442366.015685 23.805532 14.992585 1.538097 -0.067578 0.270504 0.265868 0.922808
1734442366.021305 23.813391 14.999012 1.538893 -0.067774 0.271276 0.265732 0.922606
1734442366.025498 23.819266 15.003802 1.539455 -0.067888 0.271827 0.265615 0.922469
1734442366.031393 23.827540 15.010529 1.540196 -0.068021 0.272570 0.265435 0.922292
1734442366.035603 23.833459 15.015332 1.540689 -0.068087 0.273084 0.265306 0.922172
1734442366.041299 23.841477 15.021826 1.541303 -0.068157 0.273766 0.265143 0.922012
1734442366.045488 23.847383 15.026604 1.541714 -0.068194 0.274261 0.265037 0.921893
1734442366.051394 23.855719 15.033341 1.542234 -0.068231 0.274953 0.264924 0.921716
1734442366.055842 23.862004 15.038416 1.542577 -0.068252 0.275468 0.264879 0.921574
1734442366.061393 23.869856 15.044754 1.542943 -0.068274 0.276117 0.264879 0.921378
1734442366.065769 23.876053 15.049754 1.543183 -0.068285 0.276642 0.264928 0.921206
1734442366.071282 23.883863 15.056058 1.543419 -0.068293 0.277325 0.265063 0.920961
1734442366.075500 23.889842 15.060887 1.543548 -0.068297 0.277862 0.265229 0.920751
1734442366.081395 23.898200 15.067644 1.543652 -0.068297 0.278626 0.265555 0.920426
1734442366.085597 23.904159 15.072467 1.543671 -0.068300 0.279175 0.265864 0.920170
1734442366.091428 23.912427 15.079172 1.543619 -0.068320 0.279937 0.266399 0.919782
1734442366.096013 23.918925 15.084453 1.543516 -0.068361 0.280538 0.266909 0.919448
1734442366.101392 23.926545 15.090664 1.543322 -0.068439 0.281232 0.267620 0.919023
1734442366.105796 23.934647 15.093823 1.541122 -0.067715 0.281864 0.267979 0.918779
1734442366.111353 23.942595 15.100165 1.540710 -0.067897 0.282506 0.268942 0.918287
1734442366.115504 23.948527 15.104909 1.540353 -0.068074 0.282937 0.269729 0.917910
1734442366.121393 23.956938 15.111647 1.539778 -0.068356 0.283457 0.270916 0.917379
1734442366.125566 23.962895 15.116422 1.539325 -0.068570 0.283757 0.271781 0.917014
1734442366.131394 23.971216 15.123088 1.538630 -0.068863 0.284059 0.272994 0.916538
1734442366.135756 23.977447 15.128072 1.538067 -0.069070 0.284204 0.273870 0.916216
1734442366.141348 23.985443 15.134450 1.537296 -0.069304 0.284280 0.274919 0.915861
1734442366.145504 23.991396 15.139180 1.536689 -0.069439 0.284264 0.275617 0.915646
1734442366.151393 23.999846 15.145864 1.535786 -0.069578 0.284149 0.276453 0.915419
1734442366.155852 24.006262 15.150912 1.535071 -0.069634 0.284007 0.276955 0.915307
1734442366.161313 24.014140 15.157075 1.534164 -0.069645 0.283790 0.277389 0.915242
1734442366.165596 24.020336 15.161897 1.533432 -0.069614 0.283593 0.277589 0.915245
1734442366.171398 24.028753 15.168416 1.532417 -0.069540 0.283298 0.277670 0.915317
1734442366.175538 24.034773 15.173060 1.531680 -0.069474 0.283070 0.277602 0.915414
1734442366.181394 24.043310 15.179624 1.530624 -0.069389 0.282719 0.277343 0.915607
1734442366.185791 24.049732 15.184551 1.529825 -0.069345 0.282437 0.277039 0.915789
1734442366.191419 24.057965 15.190858 1.528799 -0.069338 0.282042 0.276543 0.916061
1734442366.195576 24.064054 15.195521 1.528041 -0.069378 0.281719 0.276115 0.916287
1734442366.201394 24.072583 15.202054 1.526988 -0.069523 0.281212 0.275455 0.916630
1734442366.205754 24.078977 15.206957 1.526205 -0.069706 0.280790 0.274928 0.916904
1734442366.211395 24.087256 15.213310 1.525206 -0.070028 0.280182 0.274214 0.917279
1734442366.215646 24.093497 15.218102 1.524464 -0.070315 0.279685 0.273657 0.917575
1734442366.221394 24.098440 15.219043 1.516174 -0.069941 0.278581 0.274351 0.917732
1734442366.225655 24.104629 15.223689 1.515236 -0.070251 0.278025 0.273745 0.918058
1734442366.231311 24.112858 15.229855 1.514017 -0.070647 0.277278 0.272903 0.918504
1734442366.235480 24.118934 15.234398 1.513141 -0.070909 0.276731 0.272251 0.918842
1734442366.241393 24.127565 15.240841 1.511933 -0.071242 0.275977 0.271291 0.919327
1734442366.245754 24.133945 15.245594 1.511071 -0.071456 0.275443 0.270564 0.919685
1734442366.251247 24.141992 15.251584 1.510023 -0.071698 0.274799 0.269634 0.920132
1734442366.255519 24.148259 15.256246 1.509240 -0.071879 0.274316 0.268910 0.920474
1734442366.261399 24.156894 15.262673 1.508213 -0.072127 0.273676 0.267928 0.920931
1734442366.265725 24.163254 15.267410 1.507498 -0.072313 0.273224 0.267242 0.921250
1734442366.271429 24.171641 15.273670 1.506612 -0.072554 0.272656 0.266415 0.921639
1734442366.275796 24.178061 15.278476 1.505978 -0.072746 0.272253 0.265864 0.921902
1734442366.281145 24.185920 15.284379 1.505256 -0.072987 0.271805 0.265324 0.922170
1734442366.285633 24.192507 15.289347 1.504697 -0.073200 0.271477 0.265005 0.922342
1734442366.291452 24.201035 15.295811 1.504039 -0.073499 0.271132 0.264793 0.922480
1734442366.295743 24.207310 15.300591 1.503603 -0.073720 0.270938 0.264806 0.922516
1734442366.301358 24.214367 15.310646 1.503714 -0.074388 0.269571 0.263337 0.923283
1734442366.305486 24.220324 15.315400 1.503393 -0.074648 0.269455 0.263698 0.923193
1734442366.311427 24.228868 15.322261 1.502989 -0.075096 0.269280 0.264475 0.922985
1734442366.315688 24.234973 15.327192 1.502737 -0.075480 0.269111 0.265209 0.922793
1734442366.321426 24.243170 15.333844 1.502444 -0.076089 0.268802 0.266394 0.922491
1734442366.325728 24.249301 15.338836 1.502261 -0.076604 0.268513 0.267385 0.922246
1734442366.331428 24.257415 15.345450 1.502069 -0.077339 0.268085 0.268773 0.921906
1734442366.335704 24.263503 15.350410 1.501965 -0.077926 0.267761 0.269806 0.921648
1734442366.341280 24.271450 15.356870 1.501883 -0.078723 0.267393 0.271061 0.921320
1734442366.345575 24.277586 15.361838 1.501862 -0.079351 0.267175 0.271903 0.921081
1734442366.351427 24.285971 15.368588 1.501896 -0.080221 0.267004 0.272822 0.920783
1734442366.355642 24.292032 15.373436 1.501967 -0.080840 0.266973 0.273300 0.920596
1734442366.361307 24.300209 15.379928 1.502129 -0.081646 0.267050 0.273672 0.920392
1734442366.365520 24.306313 15.384737 1.502301 -0.082215 0.267179 0.273745 0.920282
1734442366.371428 24.314900 15.391448 1.502622 -0.082930 0.267440 0.273577 0.920193
1734442366.375840 24.321333 15.396437 1.502924 -0.083394 0.267669 0.273259 0.920178
1734442366.381428 24.329499 15.402727 1.503385 -0.083866 0.267984 0.272653 0.920224
1734442366.385607 24.335614 15.407410 1.503786 -0.084134 0.268224 0.272080 0.920299
1734442366.391451 24.344170 15.413932 1.504425 -0.084394 0.268556 0.271167 0.920448
1734442366.395930 24.350725 15.418911 1.504975 -0.084527 0.268796 0.270425 0.920584
1734442366.401168 24.352889 15.422436 1.508393 -0.083989 0.270010 0.272093 0.919786
1734442366.405654 24.359272 15.427340 1.509132 -0.084042 0.270213 0.271379 0.919932
1734442366.411428 24.367466 15.433639 1.510143 -0.084091 0.270452 0.270530 0.920108
1734442366.415791 24.373637 15.438389 1.510947 -0.084133 0.270619 0.269966 0.920220
1734442366.421427 24.381585 15.444519 1.512036 -0.084218 0.270830 0.269350 0.920331
1734442366.425661 24.387536 15.449119 1.512889 -0.084309 0.270999 0.268977 0.920382
1734442366.431427 24.395611 15.455375 1.514097 -0.084486 0.271266 0.268582 0.920402
1734442366.435709 24.401589 15.460013 1.515028 -0.084651 0.271496 0.268372 0.920380
1734442366.441309 24.409380 15.466065 1.516289 -0.084877 0.271846 0.268188 0.920310
1734442366.445541 24.415248 15.470624 1.517273 -0.085034 0.272150 0.268108 0.920229
1734442366.451427 24.423384 15.476942 1.518682 -0.085212 0.272628 0.268073 0.920081
1734442366.455782 24.429385 15.481598 1.519755 -0.085308 0.273017 0.268092 0.919952
1734442366.461427 24.437138 15.487602 1.521180 -0.085371 0.273541 0.268177 0.919765
1734442366.465649 24.442919 15.492071 1.522270 -0.085363 0.273934 0.268283 0.919618
1734442366.471425 24.450802 15.498153 1.523791 -0.085278 0.274454 0.268480 0.919414
1734442366.475698 24.456613 15.502629 1.524936 -0.085149 0.274819 0.268667 0.919262
1734442366.481429 24.464383 15.508601 1.526495 -0.084898 0.275262 0.268973 0.919063
1734442366.485855 24.470364 15.513191 1.527717 -0.084641 0.275561 0.269250 0.918916
1734442366.491450 24.477903 15.518966 1.529280 -0.084236 0.275889 0.269649 0.918738
1734442366.495555 24.483420 15.523185 1.530442 -0.083891 0.276093 0.269977 0.918612
1734442366.501426 24.492833 15.532553 1.534294 -0.083114 0.277207 0.269386 0.918520
1734442366.505669 24.498550 15.536993 1.535608 -0.082670 0.277362 0.269777 0.918399
1734442366.511342 24.506177 15.542913 1.537380 -0.082036 0.277527 0.270327 0.918244
1734442366.515513 24.511777 15.547255 1.538693 -0.081556 0.277619 0.270742 0.918137
1734442366.521427 24.519704 15.553397 1.540568 -0.080861 0.277700 0.271337 0.917998
1734442366.525701 24.525426 15.557827 1.541931 -0.080363 0.277716 0.271763 0.917911
1734442366.531427 24.533082 15.563751 1.543763 -0.079711 0.277678 0.272318 0.917815
1734442366.535729 24.538831 15.568195 1.545142 -0.079238 0.277601 0.272712 0.917762
1734442366.541428 24.546438 15.574074 1.546968 -0.078645 0.277444 0.273199 0.917716
1734442366.545607 24.552013 15.578381 1.548302 -0.078238 0.277286 0.273528 0.917700
1734442366.551310 24.559615 15.584253 1.550111 -0.077725 0.277017 0.273935 0.917703
1734442366.555515 24.565220 15.588580 1.551433 -0.077390 0.276788 0.274205 0.917721
1734442366.561430 24.573100 15.594662 1.553265 -0.076965 0.276439 0.274533 0.917763
1734442366.565638 24.578706 15.598986 1.554547 -0.076700 0.276178 0.274736 0.917803
1734442366.571375 24.586348 15.604879 1.556259 -0.076385 0.275817 0.274969 0.917868
1734442366.575742 24.592165 15.609363 1.557531 -0.076180 0.275549 0.275108 0.917924
1734442366.581428 24.599742 15.615202 1.559140 -0.075958 0.275213 0.275241 0.918004
1734442366.585740 24.605488 15.619629 1.560319 -0.075820 0.274973 0.275307 0.918067
1734442366.591452 24.613103 15.625492 1.561822 -0.075676 0.274687 0.275352 0.918151
1734442366.595685 24.618749 15.629837 1.562889 -0.075598 0.274501 0.275354 0.918212
1734442366.601394 24.624819 15.634166 1.561090 -0.073343 0.273588 0.277041 0.918161
1734442366.605433 24.630163 15.638252 1.561935 -0.073310 0.273468 0.276978 0.918218
1734442366.611428 24.638095 15.644315 1.563110 -0.073296 0.273329 0.276842 0.918302
1734442366.615623 24.643647 15.648557 1.563874 -0.073300 0.273254 0.276720 0.918360
1734442366.621428 24.651329 15.654424 1.564852 -0.073323 0.273167 0.276525 0.918443
1734442366.625801 24.657115 15.658841 1.565528 -0.073352 0.273103 0.276358 0.918510
1734442366.631338 24.664441 15.664431 1.566305 -0.073394 0.273012 0.276120 0.918605
1734442366.635614 24.670095 15.668743 1.566848 -0.073427 0.272926 0.275921 0.918688
1734442366.641427 24.677776 15.674600 1.567502 -0.073466 0.272769 0.275645 0.918814
1734442366.645789 24.683534 15.678990 1.567932 -0.073491 0.272609 0.275432 0.918923
1734442366.651429 24.690972 15.684662 1.568408 -0.073529 0.272335 0.275162 0.919083
1734442366.655547 24.696398 15.688800 1.568700 -0.073557 0.272081 0.274969 0.919213
1734442366.661429 24.704139 15.694702 1.569038 -0.073592 0.271642 0.274707 0.919419
1734442366.665834 24.709931 15.699117 1.569233 -0.073615 0.271261 0.274516 0.919587
1734442366.671428 24.717281 15.704716 1.569412 -0.073642 0.270711 0.274265 0.919821
1734442366.675557 24.722704 15.708843 1.569496 -0.073659 0.270262 0.274074 0.920009
1734442366.681429 24.730414 15.714703 1.569549 -0.073666 0.269578 0.273777 0.920297
1734442366.685703 24.736029 15.718961 1.569541 -0.073647 0.269056 0.273527 0.920526
1734442366.691453 24.743585 15.724678 1.569476 -0.073559 0.268329 0.273139 0.920860
1734442366.696003 24.749572 15.729193 1.569385 -0.073428 0.267736 0.272786 0.921148
1734442366.701118 24.756305 15.734258 1.569244 -0.073205 0.267053 0.272345 0.921495
1734442366.705620 24.760667 15.735327 1.564077 -0.073420 0.266572 0.271323 0.921918
1734442366.711426 24.768262 15.740920 1.563615 -0.072922 0.265707 0.270763 0.922372
1734442366.715663 24.773806 15.744999 1.563257 -0.072558 0.265075 0.270354 0.922702
1734442366.721430 24.781347 15.750553 1.562745 -0.071953 0.264142 0.269864 0.923160
1734442366.725716 24.786947 15.754685 1.562348 -0.071504 0.263449 0.269500 0.923500
1734442366.731436 24.794415 15.760210 1.561796 -0.070857 0.262450 0.269165 0.923931
1734442366.735646 24.799903 15.764285 1.561377 -0.070382 0.261715 0.268918 0.924248
1734442366.741431 24.807435 15.769902 1.560783 -0.069793 0.260675 0.268774 0.924629
1734442366.745759 24.813063 15.774119 1.560327 -0.069353 0.259896 0.268666 0.924912
1734442366.751431 24.820429 15.779665 1.559717 -0.068906 0.258903 0.268707 0.925212
1734442366.755726 24.826000 15.783879 1.559247 -0.068568 0.258151 0.268739 0.925438
1734442366.761194 24.833086 15.789262 1.558642 -0.068273 0.257256 0.268915 0.925658
1734442366.765581 24.838767 15.793594 1.558154 -0.068036 0.256537 0.269056 0.925834
1734442366.771432 24.846343 15.799388 1.557504 -0.067823 0.255683 0.269319 0.926010
1734442366.775699 24.851867 15.803624 1.557031 -0.067668 0.255060 0.269510 0.926137
1734442366.781434 24.859293 15.809328 1.556401 -0.067494 0.254322 0.269776 0.926275
1734442366.785967 24.865164 15.813846 1.555910 -0.067356 0.253739 0.269986 0.926384
1734442366.791451 24.872269 15.819320 1.555329 -0.067152 0.253106 0.270228 0.926502
1734442366.795889 24.878020 15.823755 1.554872 -0.066988 0.252593 0.270423 0.926596
1734442366.801376 24.889046 15.830065 1.552830 -0.066348 0.250382 0.271189 0.927019
1734442366.805579 24.894605 15.834280 1.552369 -0.066146 0.249935 0.271351 0.927106
1734442366.811428 24.902342 15.840151 1.551759 -0.065784 0.249320 0.271532 0.927245
1734442366.815775 24.908093 15.844517 1.551331 -0.065515 0.248863 0.271666 0.927347
1734442366.821429 24.915575 15.850200 1.550811 -0.065084 0.248259 0.271775 0.927507
1734442366.825665 24.921181 15.854460 1.550451 -0.064761 0.247807 0.271857 0.927627
1734442366.831428 24.928808 15.860260 1.550005 -0.064286 0.247162 0.271891 0.927822
1734442366.835793 24.934584 15.864656 1.549706 -0.063927 0.246671 0.271878 0.927981
1734442366.841428 24.942038 15.870335 1.549371 -0.063484 0.246044 0.271808 0.928199
1734442366.845571 24.947516 15.874516 1.549162 -0.063157 0.245583 0.271757 0.928358
1734442366.851430 24.955259 15.880433 1.548918 -0.062795 0.244978 0.271569 0.928597
1734442366.855888 24.961146 15.884939 1.548772 -0.062599 0.244536 0.271369 0.928785
1734442366.861393 24.968407 15.890508 1.548633 -0.062482 0.244013 0.271048 0.929024
1734442366.865572 24.973913 15.894736 1.548556 -0.062393 0.243617 0.270804 0.929206
1734442366.871430 24.981623 15.900665 1.548492 -0.062543 0.243045 0.270312 0.929488
1734442366.875788 24.987350 15.905074 1.548483 -0.062724 0.242591 0.269896 0.929716
1734442366.881257 24.994534 15.910608 1.548527 -0.063010 0.241981 0.269308 0.930026
1734442366.885552 25.000172 15.914950 1.548610 -0.063262 0.241471 0.268789 0.930292
1734442366.891453 25.007916 15.920910 1.548799 -0.063626 0.240730 0.267996 0.930687
1734442366.895878 25.013723 15.925374 1.548998 -0.063889 0.240150 0.267342 0.931007
1734442366.901432 25.021015 15.930971 1.549320 -0.064178 0.239400 0.266455 0.931435
1734442366.905612 25.026505 15.935176 1.549618 -0.064342 0.238830 0.265740 0.931774
1734442366.911286 25.033962 15.940878 1.550098 -0.064488 0.238049 0.264715 0.932255
1734442366.915514 25.039553 15.949233 1.550144 -0.063577 0.238107 0.264686 0.932311
1734442366.921429 25.047325 15.955338 1.550780 -0.063525 0.237300 0.263518 0.932851
1734442366.925658 25.052886 15.959697 1.551291 -0.063418 0.236728 0.262662 0.933245
1734442366.931429 25.060485 15.965645 1.552056 -0.063180 0.235974 0.261474 0.933786
1734442366.935639 25.066034 15.969983 1.552660 -0.062945 0.235464 0.260595 0.934176
1734442366.941432 25.073675 15.975955 1.553544 -0.062570 0.234840 0.259376 0.934698
1734442366.945757 25.079384 15.980418 1.554238 -0.062268 0.234450 0.258460 0.935069
1734442366.951432 25.086881 15.986285 1.555188 -0.061868 0.234066 0.257268 0.935521
1734442366.955703 25.092526 15.990709 1.555928 -0.061574 0.233875 0.256396 0.935827
1734442366.961432 25.100100 15.996660 1.556950 -0.061205 0.233763 0.255277 0.936185
1734442366.965619 25.105634 16.001020 1.557716 -0.060961 0.233787 0.254518 0.936402
1734442366.971429 25.113309 16.007093 1.558801 -0.060672 0.233966 0.253577 0.936631
1734442366.975589 25.118798 16.011458 1.559593 -0.060515 0.234201 0.253002 0.936738
1734442366.981430 25.126497 16.017615 1.560719 -0.060376 0.234667 0.252356 0.936804
1734442366.985643 25.132040 16.022076 1.561539 -0.060344 0.235106 0.252018 0.936788
1734442366.991453 25.139669 16.028254 1.562677 -0.060408 0.235840 0.251737 0.936674
1734442366.995951 25.145564 16.033058 1.563562 -0.060544 0.236491 0.251669 0.936520
1734442367.001261 25.153405 16.039720 1.570683 -0.060541 0.237110 0.250594 0.936652
1734442367.005747 25.159292 16.044577 1.571795 -0.060840 0.237865 0.250818 0.936381
1734442367.011429 25.166732 16.050749 1.573205 -0.061312 0.238859 0.251272 0.935975
1734442367.015574 25.172147 16.055263 1.574233 -0.061726 0.239597 0.251708 0.935642
1734442367.021428 25.179784 16.061653 1.575687 -0.062395 0.240636 0.252455 0.935130
1734442367.025813 25.185497 16.066448 1.576776 -0.062955 0.241406 0.253090 0.934722
1734442367.031381 25.192745 16.072543 1.578160 -0.063726 0.242357 0.253961 0.934187
1734442367.035503 25.198111 16.077058 1.579187 -0.064341 0.243033 0.254626 0.933788
1734442367.041430 25.205831 16.083550 1.580664 -0.065270 0.243980 0.255563 0.933221
1734442367.045767 25.211488 16.088300 1.581747 -0.065979 0.244641 0.256208 0.932821
1734442367.051428 25.218884 16.094494 1.583161 -0.066931 0.245460 0.256954 0.932333
1734442367.055639 25.224398 16.099095 1.584214 -0.067644 0.246036 0.257419 0.932001
1734442367.061429 25.232004 16.105410 1.585661 -0.068617 0.246775 0.257911 0.931599
1734442367.065789 25.237751 16.110155 1.586749 -0.069341 0.247293 0.258152 0.931341
1734442367.071428 25.245210 16.116277 1.588154 -0.070263 0.247918 0.258284 0.931069
1734442367.075585 25.250729 16.120779 1.589184 -0.070916 0.248344 0.258245 0.930917
1734442367.081430 25.258519 16.127088 1.590622 -0.071784 0.248897 0.257986 0.930774
1734442367.085800 25.264368 16.131790 1.591686 -0.072385 0.249281 0.257639 0.930721
1734442367.091463 25.271979 16.137862 1.593042 -0.073090 0.249759 0.256991 0.930717
1734442367.095887 25.277951 16.142587 1.594081 -0.073576 0.250131 0.256334 0.930760
1734442367.101428 25.278200 16.144863 1.592061 -0.073953 0.252702 0.257865 0.929612
1734442367.105774 25.283891 16.149377 1.592931 -0.074243 0.253094 0.256944 0.929737
1734442367.111430 25.291327 16.155226 1.594023 -0.074474 0.253644 0.255596 0.929940
1734442367.115708 25.296973 16.159631 1.594814 -0.074531 0.254108 0.254489 0.930113
1734442367.121249 25.304306 16.165315 1.595788 -0.074445 0.254769 0.252982 0.930350
1734442367.125571 25.310039 16.169734 1.596506 -0.074267 0.255333 0.251783 0.930535
1734442367.131429 25.317816 16.175707 1.597412 -0.073906 0.256157 0.250172 0.930771
1734442367.135687 25.323470 16.180041 1.598022 -0.073578 0.256787 0.249058 0.930922
1734442367.141390 25.331033 16.185844 1.598769 -0.073074 0.257658 0.247699 0.931084
1734442367.145515 25.336494 16.190043 1.599257 -0.072688 0.258297 0.246845 0.931164
1734442367.151427 25.344297 16.196072 1.599877 -0.072136 0.259211 0.245849 0.931216
1734442367.155790 25.350033 16.200531 1.600271 -0.071764 0.259876 0.245304 0.931204
1734442367.161366 25.357334 16.206248 1.600697 -0.071350 0.260690 0.244885 0.931118
1734442367.165653 25.362922 16.210657 1.600967 -0.071093 0.261269 0.244785 0.931002
1734442367.171431 25.370413 16.216622 1.601251 -0.070843 0.261962 0.244950 0.930783
1734442367.175771 25.376014 16.221121 1.601407 -0.070730 0.262410 0.245294 0.930575
1734442367.181233 25.383028 16.226802 1.601533 -0.070693 0.262875 0.245978 0.930266
1734442367.185585 25.388595 16.231344 1.601578 -0.070736 0.263165 0.246695 0.929990
1734442367.191453 25.396075 16.237483 1.601565 -0.070880 0.263450 0.247848 0.929592
1734442367.195743 25.401530 16.241979 1.601504 -0.071032 0.263576 0.248792 0.929293
1734442367.201428 25.417226 16.248550 1.601467 -0.071416 0.263175 0.248453 0.929468
1734442367.205619 25.422807 16.252937 1.601324 -0.071605 0.263151 0.249445 0.929194
1734442367.211429 25.430550 16.259016 1.601064 -0.071867 0.263034 0.250777 0.928848
1734442367.215889 25.436501 16.263677 1.600816 -0.072057 0.262895 0.251729 0.928615
1734442367.221429 25.443912 16.269457 1.600454 -0.072254 0.262668 0.252775 0.928380
1734442367.225646 25.449568 16.273847 1.600138 -0.072367 0.262462 0.253435 0.928250
1734442367.231428 25.457353 16.279852 1.599654 -0.072472 0.262153 0.254122 0.928141
1734442367.235727 25.463163 16.284305 1.599256 -0.072509 0.261907 0.254455 0.928116
1734442367.241431 25.470902 16.290199 1.598682 -0.072508 0.261554 0.254654 0.928161
1734442367.245663 25.476665 16.294560 1.598225 -0.072472 0.261268 0.254619 0.928254
1734442367.251360 25.484455 16.300419 1.597572 -0.072375 0.260854 0.254329 0.928458
1734442367.255518 25.490162 16.304685 1.597071 -0.072272 0.260532 0.253946 0.928661
1734442367.261429 25.498305 16.310740 1.596328 -0.072090 0.260042 0.253171 0.929024
1734442367.265767 25.504304 16.315176 1.595765 -0.071932 0.259664 0.252452 0.929338
1734442367.271464 25.512205 16.320999 1.595006 -0.071701 0.259157 0.251340 0.929798
1734442367.275824 25.518268 16.325454 1.594413 -0.071516 0.258774 0.250386 0.930177
1734442367.281463 25.526128 16.331222 1.593631 -0.071284 0.258296 0.249069 0.930681
1734442367.285662 25.531989 16.335524 1.593040 -0.071134 0.257958 0.248055 0.931057
1734442367.291486 25.540128 16.341505 1.592213 -0.070976 0.257516 0.246647 0.931565
1734442367.295973 25.546402 16.346127 1.591572 -0.070913 0.257188 0.245591 0.931939
1734442367.301232 25.546657 16.348163 1.584725 -0.068823 0.255455 0.246301 0.932385
1734442367.305645 25.552609 16.352626 1.583867 -0.068894 0.255157 0.245382 0.932704
1734442367.311462 25.560450 16.358530 1.582741 -0.069080 0.254777 0.244285 0.933082
1734442367.315741 25.566214 16.362891 1.581915 -0.069280 0.254501 0.243562 0.933331
1734442367.321462 25.573917 16.368743 1.580818 -0.069635 0.254140 0.242714 0.933624
1734442367.325662 25.579568 16.373054 1.580020 -0.069946 0.253873 0.242172 0.933814
1734442367.331462 25.587366 16.379022 1.578932 -0.070424 0.253495 0.241533 0.934046
1734442367.335586 25.592910 16.383274 1.578171 -0.070780 0.253213 0.241150 0.934195
1734442367.341461 25.600806 16.389338 1.577108 -0.071285 0.252794 0.240676 0.934392
1734442367.345789 25.606624 16.393808 1.576343 -0.071632 0.252474 0.240371 0.934531
1734442367.351495 25.614298 16.399699 1.575358 -0.072027 0.252043 0.240006 0.934710
1734442367.355557 25.619766 16.403891 1.574675 -0.072254 0.251733 0.239761 0.934839
1734442367.361462 25.627725 16.409977 1.573711 -0.072494 0.251297 0.239409 0.935028
1734442367.365847 25.633644 16.414491 1.573017 -0.072602 0.250998 0.239147 0.935167
1734442367.371465 25.641238 16.420268 1.572160 -0.072646 0.250660 0.238809 0.935341
1734442367.375670 25.646929 16.424588 1.571542 -0.072617 0.250455 0.238556 0.935463
1734442367.381467 25.654785 16.430544 1.570726 -0.072511 0.250247 0.238221 0.935612
1734442367.385682 25.660501 16.434877 1.570162 -0.072393 0.250153 0.238008 0.935700
1734442367.391486 25.668374 16.440853 1.569427 -0.072199 0.250104 0.237789 0.935784
1734442367.395892 25.674349 16.445400 1.568906 -0.072047 0.250120 0.237697 0.935815
1734442367.401463 25.679688 16.449742 1.568228 -0.071976 0.250208 0.236962 0.935983
1734442367.405605 25.685233 16.454003 1.567800 -0.071900 0.250291 0.237085 0.935936
1734442367.411461 25.693053 16.460053 1.567265 -0.071874 0.250421 0.237436 0.935814
1734442367.415732 25.698741 16.464485 1.566931 -0.071916 0.250505 0.237832 0.935688
1734442367.421466 25.706351 16.470458 1.566558 -0.072063 0.250579 0.238563 0.935470
1734442367.425788 25.712065 16.474977 1.566333 -0.072270 0.250590 0.239254 0.935275
1734442367.431462 25.719539 16.480927 1.566101 -0.072689 0.250516 0.240335 0.934985
1734442367.435704 25.725106 16.485384 1.565968 -0.073117 0.250362 0.241251 0.934757
1734442367.441462 25.732638 16.491434 1.565838 -0.073831 0.249974 0.242598 0.934456
1734442367.445609 25.738053 16.495790 1.565780 -0.074399 0.249571 0.243606 0.934256
1734442367.451463 25.745695 16.501929 1.565758 -0.075209 0.248889 0.245009 0.934007
1734442367.455657 25.751174 16.506315 1.565790 -0.075747 0.248369 0.245944 0.933856
1734442367.461387 25.758678 16.512287 1.565908 -0.076370 0.247685 0.247065 0.933691
1734442367.465567 25.764170 16.516628 1.566049 -0.076722 0.247243 0.247738 0.933601
1734442367.471466 25.771947 16.522728 1.566329 -0.077073 0.246737 0.248449 0.933517
